tgt,input,show_inp,ent1,ent2,id
"Product-Producer(e1,e2)","He is also a work of fiction , a software ENT_1_START program ENT_1_END written by a ENT_2_START bio - scientist ENT_2_END from St Petersburg and a finalist in a contest to find the world 's first thinking computer , staged yesterday at Reading University .","He is also a work of fiction , a software ENT_1_START program ENT_1_END written by a ENT_2_START bio - scientist ENT_2_END from St Petersburg and a finalist in a contest to find the world 's first thinking computer , staged yesterday at Reading University .",program,bio - scientist,906
"Message-Topic(e1,e2)",A family ENT_1_START report ENT_1_END on Hope 's website gave details of the morning 's ENT_2_START events ENT_2_END .,A family ENT_1_START report ENT_1_END on Hope 's website gave details of the morning 's ENT_2_START events ENT_2_END .,report,events,3277
"Entity-Origin(e1,e2)",Lots of people responded positively to my recent post about favorite fictional ENT_1_START towns ENT_1_END from children 's ENT_2_START literature ENT_2_END .,Lots of people responded positively to my recent post about favorite fictional ENT_1_START towns ENT_1_END from children 's ENT_2_START literature ENT_2_END .,towns,literature,3569
"Member-Collection(e2,e1)","Laurent leaves them and travels to Denali , Alaska , hoping to find solace among a ENT_1_START coven ENT_1_END of "" vegetarian "" ENT_2_START vampires ENT_2_END .","Laurent leaves them and travels to Denali , Alaska , hoping to find solace among a ENT_1_START coven ENT_1_END of "" vegetarian "" ENT_2_START vampires ENT_2_END .",coven,vampires,2710
Other,Television cooking shows and more advertising have put ENT_1_START wine ENT_1_END in the ENT_2_START limelight ENT_2_END .,Television cooking shows and more advertising have put ENT_1_START wine ENT_1_END in the ENT_2_START limelight ENT_2_END .,wine,limelight,7227
"Component-Whole(e2,e1)",His big slouch hat even was cocked jauntily over the ENT_1_START bed ENT_1_END ENT_2_START post ENT_2_END .,His big slouch hat even was cocked jauntily over the ENT_1_START bed ENT_1_END ENT_2_START post ENT_2_END .,bed,post,4256
Other,The Hip Hop National ENT_1_START interschool ENT_1_END is rescheduled to the 1st ENT_2_START week ENT_2_END of July .,The Hip Hop National ENT_1_START interschool ENT_1_END is rescheduled to the 1st ENT_2_START week ENT_2_END of July .,interschool,week,6370
"Instrument-Agency(e1,e2)","By contrast , the ENT_1_START robot ENT_1_END lets the ENT_2_START operator ENT_2_END just queue raw stock and walk away , returning later to pick up completed parts in the unload queue .","By contrast , the ENT_1_START robot ENT_1_END lets the ENT_2_START operator ENT_2_END just queue raw stock and walk away , returning later to pick up completed parts in the unload queue .",robot,operator,7035
"Entity-Origin(e1,e2)",After the ENT_1_START swing ENT_1_END went away from the ENT_2_START wicket ENT_2_END he could n't do anything .,After the ENT_1_START swing ENT_1_END went away from the ENT_2_START wicket ENT_2_END he could n't do anything .,swing,wicket,6761
"Member-Collection(e2,e1)","There is need for "" agreement between producers and consumers that established fair prices for ENT_1_START commodities ENT_1_END , including those such as ENT_2_START cocoa ENT_2_END , coffee , sugar and tropical timber "" .","There is need for "" agreement between producers and consumers that established fair prices for ENT_1_START commodities ENT_1_END , including those such as ENT_2_START cocoa ENT_2_END , coffee , sugar and tropical timber "" .",commodities,cocoa,4147
"Member-Collection(e2,e1)",I called for Wolf and was answered by a ENT_1_START murder ENT_1_END of idle ENT_2_START crows ENT_2_END that seemed to look down from an old dead oak and scoff at my dilemma .,I called for Wolf and was answered by a ENT_1_START murder ENT_1_END of idle ENT_2_START crows ENT_2_END that seemed to look down from an old dead oak and scoff at my dilemma .,murder,crows,2980
"Entity-Destination(e1,e2)",We have dumped the ENT_1_START spam ENT_1_END into the ENT_2_START junk folder ENT_2_END .,We have dumped the ENT_1_START spam ENT_1_END into the ENT_2_START junk folder ENT_2_END .,spam,junk folder,1291
"Entity-Destination(e1,e2)",He put the ENT_1_START card ENT_1_END into his ENT_2_START mobile phone ENT_2_END .,He put the ENT_1_START card ENT_1_END into his ENT_2_START mobile phone ENT_2_END .,card,mobile phone,1321
"Member-Collection(e2,e1)","The plot here involves a ENT_1_START cache ENT_1_END of stolen ENT_2_START jewels ENT_2_END and gold bars , which were confiscated at the end of World War II .","The plot here involves a ENT_1_START cache ENT_1_END of stolen ENT_2_START jewels ENT_2_END and gold bars , which were confiscated at the end of World War II .",cache,jewels,2177
"Entity-Origin(e1,e2)",The ENT_1_START scream ENT_1_END was coming from his own ENT_2_START chambers ENT_2_END ; he ran through them and drew to a halt at the doorway to Eirin 's room .,The ENT_1_START scream ENT_1_END was coming from his own ENT_2_START chambers ENT_2_END ; he ran through them and drew to a halt at the doorway to Eirin 's room .,scream,chambers,904
"Content-Container(e1,e2)",The handwritten ENT_1_START note ENT_1_END was inside a ENT_2_START plastic baggy ENT_2_END .,The handwritten ENT_1_START note ENT_1_END was inside a ENT_2_START plastic baggy ENT_2_END .,note,plastic baggy,1714
"Product-Producer(e2,e1)",One ENT_1_START factory ENT_1_END 's ENT_2_START output ENT_2_END or waste - product became the raw materials of another factory ( preferably nearby ) .,One ENT_1_START factory ENT_1_END 's ENT_2_START output ENT_2_END or waste - product became the raw materials of another factory ( preferably nearby ) .,factory,output,5947
"Member-Collection(e2,e1)",We used the scope to leisurely study the ENT_1_START kaleidoscope ENT_1_END of whirling and nectaring ENT_2_START butterflies ENT_2_END .,We used the scope to leisurely study the ENT_1_START kaleidoscope ENT_1_END of whirling and nectaring ENT_2_START butterflies ENT_2_END .,kaleidoscope,butterflies,1184
"Component-Whole(e1,e2)",Mr. Adel throws the ENT_1_START rope ENT_1_END of the ENT_2_START rod ENT_2_END as far as he can into the water .,Mr. Adel throws the ENT_1_START rope ENT_1_END of the ENT_2_START rod ENT_2_END as far as he can into the water .,rope,rod,1674
"Entity-Destination(e1,e2)",ENT_1_START Money ENT_1_END flows into ENT_2_START hedge funds ENT_2_END again .,ENT_1_START Money ENT_1_END flows into ENT_2_START hedge funds ENT_2_END again .,ENT_1_START Money,hedge funds,2814
Other,"When the police raid the catacombs , Shannyn 's character hits her head while fleeing only to wake up alone in the ENT_1_START maze ENT_1_END of ENT_2_START skulls ENT_2_END and bones .","When the police raid the catacombs , Shannyn 's character hits her head while fleeing only to wake up alone in the ENT_1_START maze ENT_1_END of ENT_2_START skulls ENT_2_END and bones .",maze,skulls,5591
"Message-Topic(e2,e1)",Related ENT_1_START questions ENT_1_END form the subject of the next ENT_2_START chapter ENT_2_END .,Related ENT_1_START questions ENT_1_END form the subject of the next ENT_2_START chapter ENT_2_END .,questions,chapter,5682
Other,"The ENT_1_START automaton ENT_1_END starts in the initial ENT_2_START state ENT_2_END , reads input character by character and changes state according to the program","The ENT_1_START automaton ENT_1_END starts in the initial ENT_2_START state ENT_2_END , reads input character by character and changes state according to the program",automaton,state,7104
"Product-Producer(e1,e2)",BMW or Bavarian Motor Works is a German ENT_1_START car ENT_1_END and motorcycle ENT_2_START manufacturer ENT_2_END .,BMW or Bavarian Motor Works is a German ENT_1_START car ENT_1_END and motorcycle ENT_2_START manufacturer ENT_2_END .,car,manufacturer,6595
"Cause-Effect(e2,e1)",He is personally responsible for the ENT_1_START carnage ENT_1_END that has been caused by the ENT_2_START fight ENT_2_END .,He is personally responsible for the ENT_1_START carnage ENT_1_END that has been caused by the ENT_2_START fight ENT_2_END .,carnage,fight,5360
"Cause-Effect(e2,e1)","Most importantly , the ENT_1_START shock ENT_1_END and anger caused by the surprise ENT_2_START attack ENT_2_END on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II .","Most importantly , the ENT_1_START shock ENT_1_END and anger caused by the surprise ENT_2_START attack ENT_2_END on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II .",shock,attack,4794
Other,I had told this ENT_1_START headhunter ENT_1_END 's ENT_2_START company ENT_2_END repeatedly that I was only interested in working in the Philadelphia area .,I had told this ENT_1_START headhunter ENT_1_END 's ENT_2_START company ENT_2_END repeatedly that I was only interested in working in the Philadelphia area .,headhunter,company,7344
"Cause-Effect(e2,e1)",Parents also experience ENT_1_START anxiety ENT_1_END from ENT_2_START fear ENT_2_END of the suffering of their child and worry about an uncertain outcome .,Parents also experience ENT_1_START anxiety ENT_1_END from ENT_2_START fear ENT_2_END of the suffering of their child and worry about an uncertain outcome .,anxiety,fear,7988
"Entity-Origin(e2,e1)","A nice , big bowl of homemade ENT_1_START vegetable ENT_1_END ENT_2_START soup ENT_2_END is one of the best ways to get a lot of the veggies you need all in one dish .","A nice , big bowl of homemade ENT_1_START vegetable ENT_1_END ENT_2_START soup ENT_2_END is one of the best ways to get a lot of the veggies you need all in one dish .",vegetable,soup,4663
Other,The boy learned how to protect the socket for making a picture ENT_1_START light switch ENT_1_END ENT_2_START cover ENT_2_END in this free home decorating video .,The boy learned how to protect the socket for making a picture ENT_1_START light switch ENT_1_END ENT_2_START cover ENT_2_END in this free home decorating video .,light switch,cover,3481
"Content-Container(e1,e2)",We saw that a ENT_1_START piece ENT_1_END of the double stent was placed inside the urinary ENT_2_START bladder ENT_2_END of mice to study the extent of tissue reaction .,We saw that a ENT_1_START piece ENT_1_END of the double stent was placed inside the urinary ENT_2_START bladder ENT_2_END of mice to study the extent of tissue reaction .,piece,bladder,682
"Message-Topic(e1,e2)",Hitler expressed his ENT_1_START disappointment ENT_1_END over the Munich Agreement in a ENT_2_START speech ENT_2_END on 9 October 1938 .,Hitler expressed his ENT_1_START disappointment ENT_1_END over the Munich Agreement in a ENT_2_START speech ENT_2_END on 9 October 1938 .,disappointment,speech,4909
"Content-Container(e1,e2)","The ENT_1_START flour ENT_1_END was in a ENT_2_START bin ENT_2_END about six feet square , by four feet high , and only a small round hole at the top .","The ENT_1_START flour ENT_1_END was in a ENT_2_START bin ENT_2_END about six feet square , by four feet high , and only a small round hole at the top .",flour,bin,1300
"Message-Topic(e1,e2)",During the period of Professor Mikko Niemi ( 1965 - 1996 ) the focus of ENT_1_START research ENT_1_END was in ENT_2_START male reproduction biology ENT_2_END .,During the period of Professor Mikko Niemi ( 1965 - 1996 ) the focus of ENT_1_START research ENT_1_END was in ENT_2_START male reproduction biology ENT_2_END .,research,male reproduction biology,6014
"Cause-Effect(e2,e1)","The beautiful hydrothermal features in the park ( geysers , hot springs , mud pots , etc . ) , the uplift and subsidence , and many of the ENT_1_START earthquakes ENT_1_END are caused by the ENT_2_START movements ENT_2_END of hydrothermal and/or magmatic fluids .","The beautiful hydrothermal features in the park ( geysers , hot springs , mud pots , etc . ) , the uplift and subsidence , and many of the ENT_1_START earthquakes ENT_1_END are caused by the ENT_2_START movements ENT_2_END of hydrothermal and/or magmatic fluids .",earthquakes,movements,105
"Component-Whole(e1,e2)",He was wearing a short ENT_1_START sleeve ENT_1_END ENT_2_START shirt ENT_2_END with a tie .,He was wearing a short ENT_1_START sleeve ENT_1_END ENT_2_START shirt ENT_2_END with a tie .,sleeve,shirt,1847
